date,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name
23/07/2015,1.5,4.0,3.0,14.0,3.0,0.0,0.0,2.0,2015,7,Thursday
24/07/2015,6.0,6.34,3.6,29.6,9.0,1.0,1.0,10.0,2015,7,Friday
25/07/2015,4.0,4.0,5.0,22.0,7.0,1.0,0.0,4.0,2015,7,Saturday
26/07/2015,5.0,2.99,3.0,29.0,4.0,0.0,0.0,0.0,2015,7,Sunday
27/07/2015,7.34,3.34,7.0,24.0,9.0,0.0,0.0,1.5,2015,7,Monday
28/07/2015,14.18,6.02,1.0,15.2,14.0,0.0,1.0,3.0,2015,7,Tuesday
29/07/2015,10.34,3.34,4.0,21.378,8.0,0.0,2.0,1.0,2015,7,Wednesday
30/07/2015,3.0,3.33,14.0,16.3,3.0,0.0,0.0,4.0,2015,7,Thursday
31/07/2015,5.5,9.0,6.2,24.0,8.0,0.0,0.0,6.0,2015,7,Friday
01/08/2015,5.0,5.0,4.0,19.0,14.0,0.0,0.0,2.0,2015,8,Saturday
02/08/2015,5.0,6.7,4.0,15.0,9.0,0.0,0.0,2.0,2015,8,Sunday
03/08/2015,1.5,2.33,1.5,23.0,3.5,1.0,5.0,1.0,2015,8,Monday
04/08/2015,6.34,2.33,3.0,23.0,5.0,1.0,0.0,4.0,2015,8,Tuesday
05/08/2015,5.0,3.33,4.2,22.2,3.5,0.0,0.0,1.0,2015,8,Wednesday
06/08/2015,5.33,1.67,8.0,35.0,11.0,0.0,3.0,2.0,2015,8,Thursday
07/08/2015,4.33,4.0,6.0,22.0,9.0,2.0,1.0,6.0,2015,8,Friday
08/08/2015,6.33,5.33,7.0,22.0,5.0,0.0,0.0,0.7,2015,8,Saturday
09/08/2015,5.0,3.66,2.0,21.0,5.0,0.0,2.0,3.0,2015,8,Sunday
10/08/2015,3.67,5.68,4.2,29.0,12.5,0.0,1.0,5.0,2015,8,Monday
11/08/2015,12.33,6.66,7.4,18.1,10.0,0.0,0.0,4.0,2015,8,Tuesday
12/08/2015,8.67,7.693,4.0,28.2,9.5,0.0,1.0,1.0,2015,8,Wednesday
13/08/2015,8.0,2.0,6.0,23.438,9.0,0.0,3.0,3.0,2015,8,Thursday
14/08/2015,3.0,4.66,4.0,16.7,5.0,0.0,1.0,4.0,2015,8,Friday
15/08/2015,3.34,6.34,6.0,35.0,14.0,1.0,1.0,1.0,2015,8,Saturday
16/08/2015,2.0,4.67,2.0,19.25,4.0,2.0,0.0,2.0,2015,8,Sunday
17/08/2015,8.0,3.0,3.0,33.0,6.0,0.0,0.0,2.0,2015,8,Monday
18/08/2015,6.01,2.67,3.0,24.0,16.0,0.0,3.0,1.0,2015,8,Tuesday
19/08/2015,6.33,2.66,8.0,28.0,15.0,0.0,3.0,3.0,2015,8,Wednesday
20/08/2015,3.5,3.68,5.0,19.0,6.0,1.0,0.0,0.0,2015,8,Thursday
21/08/2015,6.0,0.67,3.0,34.0,8.0,1.0,1.0,4.0,2015,8,Friday
22/08/2015,2.34,6.736,4.0,28.0,6.0,3.0,1.0,6.0,2015,8,Saturday
23/08/2015,8.99,5.33,3.0,28.0,8.0,0.0,2.0,2.0,2015,8,Sunday
24/08/2015,8.5,3.66,3.4,45.1,8.0,0.0,0.0,1.0,2015,8,Monday
25/08/2015,2.34,2.67,4.0,23.5,20.0,0.0,1.0,3.0,2015,8,Tuesday
26/08/2015,2.67,4.02,7.3,27.0,7.0,0.0,1.0,6.0,2015,8,Wednesday
27/08/2015,9.33,3.0,4.5,32.0,8.0,0.0,0.0,3.0,2015,8,Thursday
28/08/2015,7.0,8.67,1.0,15.1,12.0,0.0,0.0,3.0,2015,8,Friday
29/08/2015,10.84,10.34,4.0,23.2,4.0,3.0,3.0,2.0,2015,8,Saturday
30/08/2015,11.0,6.02,3.5,21.0,3.0,0.0,6.0,4.0,2015,8,Sunday
31/08/2015,4.0,9.34,3.4,38.0,9.5,0.0,6.0,2.0,2015,8,Monday
01/09/2015,8.18,2.84,4.4,28.25,8.0,0.0,0.0,3.0,2015,9,Tuesday
02/09/2015,5.33,7.0,3.0,31.3,9.5,0.0,5.0,5.0,2015,9,Wednesday
03/09/2015,1.34,3.68,2.2,19.0,13.0,0.0,4.0,2.0,2015,9,Thursday
04/09/2015,3.34,2.68,3.1,20.0,8.0,1.0,1.0,2.0,2015,9,Friday
05/09/2015,8.83,6.01,3.2,20.0,10.5,1.0,6.0,4.0,2015,9,Saturday
06/09/2015,8.33,9.67,6.0,23.6,8.0,1.0,0.0,3.0,2015,9,Sunday
07/09/2015,4.34,6.124,2.5,32.8,7.0,1.0,5.0,2.0,2015,9,Monday
08/09/2015,2.67,1.693,5.0,29.2,4.0,0.0,2.0,4.0,2015,9,Tuesday
09/09/2015,2.0,3.0,1.0,34.7,8.0,0.0,2.0,2.0,2015,9,Wednesday
10/09/2015,6.0,3.99,4.2,21.2,18.0,0.0,2.0,2.0,2015,9,Thursday
11/09/2015,11.33,5.0,9.0,30.0,9.0,0.0,2.0,2.0,2015,9,Friday
12/09/2015,4.66,7.66,5.2,63.3,6.0,3.0,0.0,2.0,2015,9,Saturday
13/09/2015,7.33,6.165,7.2,25.0,4.0,0.0,11.0,3.0,2015,9,Sunday
14/09/2015,4.68,5.0,1.0,31.3,14.0,0.0,0.0,0.0,2015,9,Monday
15/09/2015,3.33,5.076,4.2,23.8,7.5,0.0,6.0,5.0,2015,9,Tuesday
16/09/2015,0.67,4.835,2.2,16.6,6.0,0.0,2.0,1.0,2015,9,Wednesday
17/09/2015,9.83,6.33,0.0,35.5,3.0,0.0,1.0,2.0,2015,9,Thursday
18/09/2015,3.34,1.33,3.0,16.0,4.0,0.0,4.0,3.0,2015,9,Friday
19/09/2015,6.83,0.99,7.0,37.0,7.0,0.0,4.0,5.0,2015,9,Saturday
20/09/2015,9.99,3.99,6.5,28.9,15.0,0.0,0.0,2.0,2015,9,Sunday
21/09/2015,2.0,10.0,2.0,46.7,6.0,0.0,0.0,2.0,2015,9,Monday
22/09/2015,6.99,1.33,4.0,19.5,10.0,2.0,5.0,5.0,2015,9,Tuesday
23/09/2015,6.16,4.056,3.3,34.65,7.0,0.0,2.0,1.0,2015,9,Wednesday
24/09/2015,2.99,4.34,4.2,37.6,7.0,0.0,0.0,0.0,2015,9,Thursday
25/09/2015,4.83,4.98,5.2,25.2,11.0,0.0,1.0,3.0,2015,9,Friday
26/09/2015,12.42,3.33,2.5,33.0,6.0,1.0,7.0,2.0,2015,9,Saturday
27/09/2015,5.83,3.0,2.3,10.425,3.0,1.0,2.0,1.0,2015,9,Sunday
28/09/2015,1.0,1.33,2.0,15.4,8.0,0.0,17.0,2.0,2015,9,Monday
29/09/2015,6.33,4.363,1.0,39.7,7.0,0.0,0.0,0.0,2015,9,Tuesday
30/09/2015,5.32,4.33,4.0,22.5,9.0,0.0,0.0,1.0,2015,9,Wednesday
01/10/2015,9.66,5.99,4.0,34.562,2.0,0.0,5.0,2.0,2015,10,Thursday
02/10/2015,5.0,4.726,4.0,37.3,5.0,0.0,5.0,1.0,2015,10,Friday
03/10/2015,10.34,5.34,3.0,37.2,7.0,0.0,7.0,2.0,2015,10,Saturday
04/10/2015,7.0,4.0,4.0,59.0,3.0,0.0,16.0,2.0,2015,10,Sunday
05/10/2015,5.0,2.373,2.2,70.95,11.0,1.0,7.0,5.0,2015,10,Monday
06/10/2015,5.69,3.66,5.5,42.725,9.0,1.0,5.0,4.0,2015,10,Tuesday
07/10/2015,7.33,2.66,6.0,44.3,8.0,0.0,5.0,2.0,2015,10,Wednesday
08/10/2015,8.82,4.33,3.0,30.7,5.0,0.0,20.0,0.0,2015,10,Thursday
09/10/2015,2.0,2.769,7.6,28.062,13.0,2.0,10.0,2.0,2015,10,Friday
10/10/2015,6.16,5.66,3.0,46.3,19.5,0.0,1.0,0.0,2015,10,Saturday
11/10/2015,10.33,2.792,7.1,70.3,8.0,0.0,3.0,5.0,2015,10,Sunday
12/10/2015,9.66,7.33,6.0,68.85,12.0,0.0,5.0,3.0,2015,10,Monday
13/10/2015,3.83,7.0,5.2,63.8,5.5,0.0,5.0,1.0,2015,10,Tuesday
14/10/2015,4.66,7.33,3.9,38.6,7.0,0.0,0.0,1.0,2015,10,Wednesday
15/10/2015,5.16,5.726,7.3,64.724,4.0,0.0,9.0,1.0,2015,10,Thursday
16/10/2015,1.67,3.33,5.2,57.3,2.0,0.0,5.0,1.0,2015,10,Friday
17/10/2015,10.34,2.837,3.4,74.3,8.0,0.0,0.0,1.0,2015,10,Saturday
18/10/2015,7.34,6.54,4.9,55.6,3.0,1.0,8.0,8.0,2015,10,Sunday
19/10/2015,12.0,3.802,3.0,62.6,3.0,0.0,17.0,0.0,2015,10,Monday
20/10/2015,3.34,1.99,2.3,44.7,6.0,0.0,10.0,5.0,2015,10,Tuesday
21/10/2015,8.66,2.363,3.2,36.8,9.0,1.0,1.0,4.0,2015,10,Wednesday
22/10/2015,4.33,0.34,0.0,35.262,9.0,0.0,2.0,2.0,2015,10,Thursday
23/10/2015,7.0,1.66,10.2,41.4,3.0,0.0,6.0,2.0,2015,10,Friday
24/10/2015,9.84,8.35,9.1,67.4,8.0,0.0,4.0,2.0,2015,10,Saturday
25/10/2015,3.0,3.33,3.1,64.6,4.0,0.0,0.0,4.0,2015,10,Sunday
26/10/2015,9.0,5.33,8.0,53.3,8.0,1.0,2.0,2.0,2015,10,Monday
27/10/2015,4.33,2.0,8.5,64.4,7.0,0.0,8.0,3.0,2015,10,Tuesday
28/10/2015,1.0,1.66,1.0,33.0,11.0,1.0,6.0,2.0,2015,10,Wednesday
29/10/2015,2.33,3.693,1.3,38.3,8.0,0.0,0.0,1.0,2015,10,Thursday
30/10/2015,5.33,3.67,3.2,49.6,8.0,0.0,5.0,3.0,2015,10,Friday
31/10/2015,5.66,4.65,8.0,58.4,6.0,0.0,7.0,1.0,2015,10,Saturday
01/11/2015,2.33,7.99,5.6,80.4,11.0,0.0,5.0,0.0,2015,11,Sunday
02/11/2015,4.66,4.33,4.0,46.3,7.0,0.0,7.0,2.0,2015,11,Monday
03/11/2015,1.34,4.35,4.3,41.8,5.0,0.0,3.0,0.0,2015,11,Tuesday
04/11/2015,8.5,2.34,3.0,59.8,18.0,3.0,3.0,4.0,2015,11,Wednesday
05/11/2015,4.33,3.561,7.4,45.0,3.0,0.0,0.0,2.0,2015,11,Thursday
06/11/2015,3.33,6.736,4.0,31.475,5.0,2.0,1.0,0.0,2015,11,Friday
07/11/2015,4.0,3.11,4.8,69.9,15.0,1.0,6.0,1.0,2015,11,Saturday
08/11/2015,6.33,3.67,7.2,48.6,7.0,0.0,13.0,1.0,2015,11,Sunday
09/11/2015,3.66,6.198,4.2,40.75,3.0,1.0,12.0,1.0,2015,11,Monday
10/11/2015,6.33,7.482,10.0,41.2,8.0,0.0,9.0,2.0,2015,11,Tuesday
11/11/2015,9.66,5.34,7.2,60.0,4.0,0.0,12.0,3.0,2015,11,Wednesday
12/11/2015,6.0,4.33,6.0,24.0,11.0,0.0,20.0,0.0,2015,11,Thursday
13/11/2015,5.0,2.44,2.0,22.0,13.0,0.0,0.0,0.0,2015,11,Friday
14/11/2015,4.99,0.33,3.7,19.0,5.0,1.0,0.0,1.0,2015,11,Saturday
15/11/2015,1.33,11.99,9.3,42.35,8.0,2.0,17.0,0.0,2015,11,Sunday
16/11/2015,5.67,3.67,6.0,50.3,9.0,0.0,3.0,2.0,2015,11,Monday
17/11/2015,6.34,4.693,4.7,60.0,1.0,0.0,0.0,2.0,2015,11,Tuesday
18/11/2015,6.34,5.33,5.5,24.5,11.0,0.0,0.0,2.0,2015,11,Wednesday
19/11/2015,2.0,2.99,2.1,26.4,22.0,0.0,0.0,0.0,2015,11,Thursday
20/11/2015,5.66,1.66,3.8,25.6,2.0,2.0,10.0,3.0,2015,11,Friday
21/11/2015,4.0,2.01,5.2,45.5,4.0,0.0,17.0,3.0,2015,11,Saturday
22/11/2015,2.0,3.439,2.6,41.2,6.0,2.0,2.0,1.0,2015,11,Sunday
23/11/2015,3.0,1.0,4.7,69.0,3.0,0.0,1.0,2.0,2015,11,Monday
24/11/2015,5.0,6.33,6.4,19.8,12.0,3.0,1.0,5.0,2015,11,Tuesday
25/11/2015,5.66,5.33,3.2,29.0,11.0,0.0,3.0,3.0,2015,11,Wednesday
26/11/2015,4.33,4.0,2.0,25.975,8.0,0.0,0.0,0.0,2015,11,Thursday
27/11/2015,0.67,4.373,2.0,20.8,7.0,0.0,0.0,0.0,2015,11,Friday
28/11/2015,6.33,3.66,4.0,46.825,3.0,0.0,10.0,1.0,2015,11,Saturday
29/11/2015,6.66,3.726,6.0,42.2,1.0,0.0,4.0,0.0,2015,11,Sunday
30/11/2015,7.33,1.825,5.0,35.3,5.0,1.0,6.0,3.0,2015,11,Monday
01/12/2015,1.99,2.023,6.3,23.9,4.0,1.0,5.0,1.0,2015,12,Tuesday
02/12/2015,1.0,3.33,2.4,42.0,23.0,4.0,0.0,0.0,2015,12,Wednesday
03/12/2015,4.0,3.0,5.6,56.0,6.0,1.0,1.0,1.0,2015,12,Thursday
04/12/2015,3.33,4.759,4.7,25.6,9.0,3.0,3.0,1.0,2015,12,Friday
05/12/2015,8.0,3.033,2.0,35.05,2.0,0.0,7.0,2.33,2015,12,Saturday
06/12/2015,5.67,7.0,3.4,60.4,5.0,2.0,3.0,1.0,2015,12,Sunday
07/12/2015,3.0,2.099,2.2,26.5,6.0,1.0,11.0,6.0,2015,12,Monday
08/12/2015,2.0,6.34,2.0,41.325,8.0,0.0,0.0,0.0,2015,12,Tuesday
09/12/2015,3.34,3.472,7.0,41.262,16.0,0.0,3.0,1.0,2015,12,Wednesday
10/12/2015,11.66,10.69,16.0,31.9,9.0,0.0,9.0,2.1,2015,12,Thursday
11/12/2015,5.84,6.165,3.0,22.7,9.0,0.0,16.0,1.0,2015,12,Friday
12/12/2015,6.34,3.2,3.0,42.2,5.0,2.0,6.0,1.0,2015,12,Saturday
13/12/2015,9.33,4.32,7.0,29.0,5.0,0.0,27.0,0.0,2015,12,Sunday
14/12/2015,5.0,3.0,6.6,37.4,11.0,0.0,21.0,1.0,2015,12,Monday
15/12/2015,4.99,2.0,5.0,42.0,3.0,1.0,2.0,1.0,2015,12,Tuesday
16/12/2015,6.67,4.0,4.0,42.0,11.0,1.0,11.0,0.0,2015,12,Wednesday
17/12/2015,9.0,3.01,3.0,25.0,7.0,0.0,0.0,2.0,2015,12,Thursday
18/12/2015,4.33,8.901,4.3,27.2,12.0,4.0,2.0,1.0,2015,12,Friday
19/12/2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,12,Saturday
20/12/2015,3.0,3.474,2.2,43.0,3.0,0.0,16.0,1.0,2015,12,Sunday
21/12/2015,5.0,6.34,2.0,53.6,14.0,0.0,6.0,0.4,2015,12,Monday
22/12/2015,5.66,0.0,5.0,48.0,6.0,0.0,13.0,1.0,2015,12,Tuesday
23/12/2015,3.33,4.01,2.3,28.8,3.0,0.0,0.0,0.0,2015,12,Wednesday
24/12/2015,7.33,3.396,5.0,28.3,5.0,0.0,16.0,0.0,2015,12,Thursday
25/12/2015,0.66,4.66,2.0,20.662,28.0,2.0,1.0,1.0,2015,12,Friday
26/12/2015,4.67,1.66,5.0,87.2,15.0,3.0,0.0,4.3,2015,12,Saturday
27/12/2015,5.33,6.792,5.2,63.5,4.0,0.0,14.0,4.6,2015,12,Sunday
28/12/2015,4.0,5.099,9.2,61.5,18.0,3.0,26.0,1.0,2015,12,Monday
29/12/2015,10.67,2.33,2.0,71.6,9.0,0.0,2.0,3.0,2015,12,Tuesday
30/12/2015,6.66,7.089,2.0,56.4,12.0,0.0,4.0,2.0,2015,12,Wednesday
31/12/2015,7.66,6.099,7.6,44.35,18.0,0.0,6.0,1.0,2015,12,Thursday
01/01/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,Friday
02/01/2016,0.34,1.02,1.0,51.2,0.0,1.0,5.0,5.0,2016,1,Saturday
03/01/2016,4.0,4.0,2.5,56.1,1.0,0.0,5.0,1.0,2016,1,Sunday
04/01/2016,7.33,5.99,6.0,46.6,6.0,0.0,12.0,1.0,2016,1,Monday
05/01/2016,5.33,5.99,4.6,38.6,15.0,0.0,5.0,1.0,2016,1,Tuesday
06/01/2016,6.66,3.0,6.0,61.9,2.0,0.0,12.0,2.0,2016,1,Wednesday
07/01/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,1,Thursday
08/01/2016,8.0,3.463,7.7,39.2,8.0,3.0,2.0,2.0,2016,1,Friday
09/01/2016,7.33,2.66,5.0,88.3,9.0,0.0,3.0,3.0,2016,1,Saturday
10/01/2016,7.0,4.033,12.0,67.6,8.0,1.0,1.0,0.0,2016,1,Sunday
11/01/2016,9.34,5.66,7.0,64.9,18.0,0.0,0.0,4.0,2016,1,Monday
12/01/2016,12.0,3.132,12.0,61.35,8.0,0.0,0.0,0.0,2016,1,Tuesday
13/01/2016,9.0,1.66,5.0,41.7,15.0,0.0,1.0,2.0,2016,1,Wednesday
14/01/2016,2.0,5.155,6.0,69.0,18.0,0.0,8.0,2.0,2016,1,Thursday
15/01/2016,8.98,4.66,10.6,18.1,8.0,0.0,10.0,2.0,2016,1,Friday
16/01/2016,3.34,5.34,6.0,63.6,11.0,0.0,2.0,1.0,2016,1,Saturday
17/01/2016,7.01,1.604,3.9,46.6,4.0,0.0,0.0,1.0,2016,1,Sunday
18/01/2016,3.5,2.99,4.3,62.8,3.0,2.0,9.0,2.0,2016,1,Monday
19/01/2016,6.0,5.66,6.0,49.8,7.0,0.0,0.0,3.0,2016,1,Tuesday
20/01/2016,2.32,3.363,3.0,15.1,29.0,3.0,3.0,2.0,2016,1,Wednesday
21/01/2016,5.0,1.43,1.0,68.4,8.0,4.0,6.0,5.0,2016,1,Thursday
22/01/2016,0.83,7.678,7.0,39.5,11.0,0.0,10.0,0.0,2016,1,Friday
23/01/2016,6.33,6.132,7.1,36.8,4.0,0.0,6.0,2.0,2016,1,Saturday
24/01/2016,4.0,6.122,11.3,48.1,3.0,0.0,12.0,3.0,2016,1,Sunday
25/01/2016,10.33,4.26,4.0,46.95,12.0,2.0,10.0,1.5,2016,1,Monday
26/01/2016,5.68,4.069,8.0,30.3,9.0,0.0,15.0,0.0,2016,1,Tuesday
27/01/2016,4.34,4.429,3.4,30.062,18.0,5.0,5.0,2.0,2016,1,Wednesday
28/01/2016,7.33,6.66,4.4,33.0,4.0,0.0,4.0,3.0,2016,1,Thursday
29/01/2016,5.0,8.67,8.6,74.4,3.0,1.0,17.0,2.0,2016,1,Friday
30/01/2016,9.0,4.429,5.3,47.462,3.0,2.0,5.0,2.0,2016,1,Saturday
31/01/2016,4.33,5.143,3.8,78.9,3.0,0.0,6.0,2.0,2016,1,Sunday
01/02/2016,6.34,5.0,7.1,18.0,7.0,0.0,6.0,1.0,2016,2,Monday
02/02/2016,14.33,4.878,1.3,39.0,6.0,0.0,0.0,1.0,2016,2,Tuesday
03/02/2016,8.0,6.693,11.5,39.062,11.0,5.0,0.0,0.0,2016,2,Wednesday
04/02/2016,8.34,4.0,4.2,28.8,5.0,0.0,4.0,4.0,2016,2,Thursday
05/02/2016,5.66,2.0,3.0,51.6,7.0,0.0,3.0,1.0,2016,2,Friday
06/02/2016,5.33,10.33,3.0,57.162,1.0,0.0,11.0,2.0,2016,2,Saturday
07/02/2016,3.66,6.056,4.5,88.2,2.0,0.0,13.0,1.0,2016,2,Sunday
08/02/2016,6.33,6.99,5.5,28.038,5.0,0.0,23.0,1.0,2016,2,Monday
09/02/2016,7.0,3.33,4.4,47.7,16.0,2.0,1.0,2.0,2016,2,Tuesday
10/02/2016,4.34,4.703,7.2,34.1,29.0,0.0,4.0,2.0,2016,2,Wednesday
11/02/2016,1.66,4.156,2.7,38.1,10.0,1.0,13.0,4.0,2016,2,Thursday
12/02/2016,5.99,6.429,8.5,60.675,4.0,0.0,20.0,1.0,2016,2,Friday
13/02/2016,2.67,3.67,5.0,42.4,2.0,0.0,10.0,2.0,2016,2,Saturday
14/02/2016,5.84,7.34,3.8,43.6,5.0,0.0,7.0,4.0,2016,2,Sunday
15/02/2016,5.33,5.33,5.3,52.2,6.0,0.0,0.0,0.0,2016,2,Monday
16/02/2016,7.33,2.32,3.0,29.0,3.0,2.0,9.0,3.0,2016,2,Tuesday
17/02/2016,3.0,5.0,4.0,26.6,12.0,1.0,1.0,0.0,2016,2,Wednesday
18/02/2016,2.34,1.0,4.3,43.85,3.0,0.0,9.0,1.0,2016,2,Thursday
19/02/2016,4.0,1.67,4.0,28.7,18.0,2.0,26.0,1.0,2016,2,Friday
20/02/2016,10.33,4.122,4.0,36.9,5.0,0.0,8.0,3.0,2016,2,Saturday
21/02/2016,6.34,4.0,0.0,55.7,5.0,2.0,7.0,4.0,2016,2,Sunday
22/02/2016,3.0,5.32,3.0,51.125,10.0,0.0,12.0,4.0,2016,2,Monday
23/02/2016,3.0,2.33,2.6,41.3,11.0,0.0,15.0,3.0,2016,2,Tuesday
24/02/2016,7.66,2.33,2.1,35.0,6.0,2.0,5.0,1.0,2016,2,Wednesday
25/02/2016,7.99,3.99,5.0,41.0,22.0,1.0,4.0,3.0,2016,2,Thursday
26/02/2016,5.0,5.848,4.5,28.55,6.0,2.0,0.0,1.0,2016,2,Friday
27/02/2016,8.0,7.0,6.6,25.8,3.0,0.0,5.0,2.0,2016,2,Saturday
28/02/2016,8.0,4.033,10.1,66.5,6.0,0.0,26.0,5.0,2016,2,Sunday
29/02/2016,7.0,7.66,4.0,46.2,13.0,0.0,3.0,1.0,2016,2,Monday
01/03/2016,10.0,4.0,2.2,31.0,11.0,2.0,0.0,2.0,2016,3,Tuesday
02/03/2016,3.33,10.396,5.3,21.3,15.0,2.0,1.0,0.0,2016,3,Wednesday
03/03/2016,2.83,2.0,5.0,55.8,2.0,0.0,9.0,4.0,2016,3,Thursday
04/03/2016,5.0,0.99,4.4,26.6,3.0,0.0,0.0,0.0,2016,3,Friday
05/03/2016,5.0,4.891,8.0,38.0,9.0,0.0,10.0,5.0,2016,3,Saturday
06/03/2016,5.0,8.145,4.9,79.9,2.0,0.0,5.0,7.0,2016,3,Sunday
07/03/2016,5.33,7.34,4.0,43.5,3.0,1.0,6.0,1.0,2016,3,Monday
08/03/2016,4.0,6.66,3.0,44.0,7.0,0.0,3.0,3.0,2016,3,Tuesday
09/03/2016,4.34,5.67,7.0,21.8,7.0,1.0,6.0,4.0,2016,3,Wednesday
10/03/2016,6.33,10.33,2.0,23.4,8.0,0.0,2.0,2.0,2016,3,Thursday
11/03/2016,3.33,4.363,6.2,22.0,8.0,0.0,18.0,1.0,2016,3,Friday
12/03/2016,3.0,6.373,1.4,41.8,4.0,0.0,23.0,1.0,2016,3,Saturday
13/03/2016,2.5,4.134,1.5,59.2,4.0,0.0,4.0,0.34,2016,3,Sunday
14/03/2016,4.33,3.32,10.0,35.9,12.0,0.0,23.0,1.0,2016,3,Monday
15/03/2016,5.33,3.32,2.0,24.0,7.0,0.0,18.0,3.0,2016,3,Tuesday
16/03/2016,5.33,13.34,5.7,37.4,16.0,0.0,4.0,4.0,2016,3,Wednesday
17/03/2016,5.66,5.396,5.0,60.2,10.0,0.0,8.0,5.0,2016,3,Thursday
18/03/2016,3.34,5.353,5.2,25.462,15.0,2.0,8.0,3.0,2016,3,Friday
19/03/2016,10.66,8.33,2.8,19.5,6.0,1.0,5.0,5.0,2016,3,Saturday
20/03/2016,7.99,9.693,2.2,42.2,1.0,0.0,15.0,5.0,2016,3,Sunday
21/03/2016,5.0,8.056,6.0,45.7,11.0,0.0,36.0,7.0,2016,3,Monday
22/03/2016,2.33,0.0,5.0,42.188,12.0,2.0,4.0,2.0,2016,3,Tuesday
23/03/2016,4.0,3.0,6.0,24.25,22.0,1.0,0.0,3.0,2016,3,Wednesday
24/03/2016,6.84,2.0,3.0,32.0,4.0,0.0,8.0,2.0,2016,3,Thursday
25/03/2016,7.0,7.35,4.2,42.8,8.0,0.0,3.0,3.0,2016,3,Friday
26/03/2016,2.5,0.66,7.5,33.25,4.0,0.0,0.0,5.0,2016,3,Saturday
27/03/2016,7.83,5.449,13.7,63.3,11.0,1.0,1.0,4.0,2016,3,Sunday
28/03/2016,3.34,2.34,1.7,24.6,20.0,0.0,4.0,4.5,2016,3,Monday
29/03/2016,5.68,1.33,3.2,36.2,4.0,0.0,12.0,1.0,2016,3,Tuesday
30/03/2016,7.16,2.68,7.4,22.2,3.0,0.0,12.0,5.0,2016,3,Wednesday
31/03/2016,2.33,8.68,2.9,31.25,1.0,0.0,5.0,5.0,2016,3,Thursday
01/04/2016,6.33,3.01,2.7,50.4,4.0,0.0,16.0,10.5,2016,4,Friday
02/04/2016,3.67,2.0,7.0,32.3,4.0,0.0,19.0,7.4,2016,4,Saturday
03/04/2016,9.67,7.396,5.3,73.5,5.0,0.0,6.0,11.0,2016,4,Sunday
04/04/2016,7.0,5.231,5.0,21.6,3.0,1.0,11.0,2.0,2016,4,Monday
05/04/2016,6.0,5.33,4.0,40.3,5.0,1.0,11.0,12.0,2016,4,Tuesday
06/04/2016,6.66,5.363,2.0,15.25,7.0,0.0,6.0,3.0,2016,4,Wednesday
07/04/2016,6.33,5.98,4.0,21.0,7.0,2.0,4.0,8.2,2016,4,Thursday
08/04/2016,7.67,3.66,5.0,42.3,2.0,1.0,3.0,4.4,2016,4,Friday
09/04/2016,9.0,9.01,3.1,38.8,7.0,0.0,14.0,3.0,2016,4,Saturday
10/04/2016,5.0,6.67,5.15,21.4,4.0,1.0,11.0,8.0,2016,4,Sunday
11/04/2016,0.33,4.99,3.0,26.0,11.0,2.0,17.0,6.0,2016,4,Monday
12/04/2016,4.34,4.65,6.0,41.6,19.0,1.0,2.0,5.0,2016,4,Tuesday
13/04/2016,6.33,3.066,3.0,34.0,22.33333333,0.0,2.0,3.0,2016,4,Wednesday
14/04/2016,2.66,2.32,8.5,44.225,9.0,0.0,4.0,6.0,2016,4,Thursday
15/04/2016,4.33,3.056,2.7,23.6,6.0,0.0,10.0,4.2,2016,4,Friday
16/04/2016,5.34,6.66,5.3,33.0,11.0,0.0,8.0,8.5,2016,4,Saturday
17/04/2016,4.33,8.175,3.0,52.8,2.0,0.0,7.0,7.2,2016,4,Sunday
18/04/2016,3.66,2.0,5.0,22.1,15.0,3.0,7.0,7.0,2016,4,Monday
19/04/2016,3.0,1.34,8.3,24.3,7.0,0.0,6.0,4.0,2016,4,Tuesday
20/04/2016,2.66,3.33,2.4,17.1,11.0,5.0,15.0,3.0,2016,4,Wednesday
21/04/2016,3.0,3.464,3.0,21.6,6.0,0.0,0.0,2.3,2016,4,Thursday
22/04/2016,6.0,5.67,4.0,21.9,4.0,0.0,6.0,1.0,2016,4,Friday
23/04/2016,13.66,3.69,8.0,33.2,8.0,0.0,0.0,4.5,2016,4,Saturday
24/04/2016,1.0,6.66,5.5,36.95,3.0,0.0,6.0,5.0,2016,4,Sunday
25/04/2016,6.67,1.66,7.25,21.7,20.0,1.0,3.0,2.5,2016,4,Monday
26/04/2016,5.33,4.99,7.0,27.2,19.0,0.0,7.0,2.0,2016,4,Tuesday
27/04/2016,5.66,7.495,7.0,47.4,27.0,0.0,1.0,2.0,2016,4,Wednesday
28/04/2016,4.66,6.34,6.0,28.0,17.66666667,0.0,12.0,12.0,2016,4,Thursday
29/04/2016,6.66,3.0,2.5,37.0,15.0,0.0,1.0,3.2,2016,4,Friday
30/04/2016,9.66,10.32,7.0,47.812,11.0,0.0,1.0,4.5,2016,4,Saturday
01/05/2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2016,5,Sunday
