ID,month,credit_amount,credit_term,age,sex,education,product_type,having_children_flg,region,income,family_status,phone_operator,is_client,bad_client_target
673,5,12500,10,27,female,Secondary special education,Household appliances,1,2,31000,Another,2,1,0
674,5,24500,6,46,female,Secondary special education,Auto,1,2,26000,Married,4,1,0
675,5,17500,12,24,male,Secondary education,Cell phones,0,2,21000,Another,3,0,1
676,5,12000,10,32,male,Higher education,Cell phones,1,2,18000,Married,1,1,1
677,5,37500,12,25,female,Secondary special education,Cell phones,0,0,56000,Another,1,1,0
678,5,14000,12,63,male,Secondary special education,Medical services,0,2,16000,Married,0,1,0
679,5,30500,12,54,female,Higher education,Construction Materials,0,2,46000,Married,2,1,0
680,5,17000,12,22,female,Secondary special education,Cell phones,0,0,38000,Married,0,1,1
681,6,22500,4,27,male,Higher education,Clothing,1,2,81000,Another,2,1,0
682,6,29000,10,48,male,Secondary education,Furniture,1,2,16000,Married,1,0,0
683,5,7000,9,29,male,Secondary education,Computers,1,2,21000,Another,2,1,0
684,5,58500,10,48,male,Secondary special education,Auto,1,2,30000,Married,0,1,1
685,6,44000,12,40,male,Higher education,Cosmetics and beauty services,0,0,41000,Another,1,0,0
686,6,14500,12,35,male,Higher education,Cell phones,0,2,21000,Married,1,1,1
687,6,8000,6,55,male,Secondary education,Cell phones,0,2,16000,Another,0,0,0
688,6,166000,12,34,male,Higher education,Clothing,1,2,71000,Another,1,0,0
689,6,36500,6,54,male,Secondary special education,Windows & Doors,1,2,26000,Another,1,0,0
690,6,10500,6,54,male,Higher education,Auto,0,2,33000,Married,1,1,0
691,6,131000,24,31,female,Secondary special education,Construction Materials,0,2,39000,Another,3,1,0
692,6,53500,12,37,male,Higher education,Training,1,0,26000,Another,0,1,0
693,6,18000,18,39,male,Secondary special education,Cell phones,1,2,18000,Another,2,0,0
694,6,19000,12,23,female,Secondary special education,Cell phones,0,2,26000,Married,1,1,0
695,6,21000,6,29,female,Secondary special education,Household appliances,0,0,41000,Another,1,1,0
696,6,44000,12,23,female,Secondary special education,Computers,0,2,23000,Another,0,0,0
697,6,31000,6,30,male,Higher education,Clothing,0,1,37000,Another,1,1,0
698,6,38000,15,28,female,Higher education,Tourism,0,2,39000,Another,1,1,0
699,6,19000,8,24,female,Secondary special education,Household appliances,0,2,26000,Another,0,1,0
700,6,10000,3,29,male,Secondary special education,Cell phones,1,2,23000,Married,0,1,0
701,6,41000,12,42,female,Secondary special education,Furniture,1,2,26000,Married,0,1,0
702,6,19000,5,28,female,Higher education,Household appliances,0,2,33000,Another,0,1,0
703,6,9000,6,44,male,Secondary special education,Furniture,1,2,15000,Another,2,1,0
704,6,40000,12,64,male,Secondary special education,Furniture,0,2,18000,Unmarried,1,0,0
705,6,123500,24,26,male,Secondary special education,Auto,0,2,26000,Married,0,0,0
706,6,30000,18,26,male,Secondary special education,Cell phones,1,2,33000,Another,1,1,1
707,6,9500,10,24,female,Higher education,Cell phones,0,2,51000,Unmarried,0,0,1
708,6,55000,12,36,female,Secondary special education,Household appliances,0,2,44000,Another,1,1,0
709,6,18500,6,26,female,Secondary special education,Cell phones,0,2,25000,Another,3,0,0
710,6,80000,36,45,male,Secondary special education,Windows & Doors,1,0,21000,Another,0,1,0
711,6,12500,12,43,female,Higher education,Household appliances,1,2,31000,Another,1,1,0
712,6,16000,6,61,male,Secondary education,Furniture,0,2,21000,Another,3,1,0
713,6,12000,18,23,female,Secondary special education,Household appliances,0,2,22000,Married,0,0,0
714,6,24500,12,23,male,Higher education,Computers,0,2,24000,Another,0,0,0
715,6,22500,18,43,female,Secondary special education,Household appliances,1,2,36000,Another,1,0,0
716,6,9000,3,29,male,Secondary special education,Cell phones,1,2,15000,Another,2,0,0
717,6,17500,5,27,male,Secondary education,Cell phones,1,2,31000,Another,1,1,0
718,6,6500,6,23,female,Secondary special education,Cell phones,0,2,28000,Married,1,1,0
719,6,22500,6,24,female,Higher education,Household appliances,0,2,21000,Married,2,1,0
720,6,78000,12,37,female,Higher education,Computers,0,0,71000,Another,0,1,0
721,6,13000,4,27,male,Higher education,Computers,0,2,41000,Married,1,1,0
722,6,12500,6,42,male,Higher education,Household appliances,1,2,17000,Another,1,1,0
723,6,51000,12,48,male,Higher education,Furniture,0,2,32000,Another,1,1,0
724,6,18000,12,23,female,Higher education,Furniture,0,0,41000,Married,0,1,0
725,6,34500,3,20,female,Secondary special education,Tourism,0,0,31000,Married,1,1,1
726,6,13500,6,25,female,Secondary special education,Childen's goods,0,2,19000,Another,1,1,0
727,6,20500,6,30,male,Secondary special education,Furniture,1,2,16000,Another,1,1,0
728,6,28000,11,25,male,Higher education,Fitness,0,2,26000,Another,1,0,0
729,6,17000,10,49,male,Secondary special education,Household appliances,0,2,23000,Unmarried,0,1,0
730,6,13000,12,68,male,Secondary special education,Household appliances,1,2,16000,Married,0,1,0
731,6,33000,12,20,male,Secondary special education,Windows & Doors,0,2,36000,Another,1,1,0
732,6,17000,12,26,female,Higher education,Audio & Video,0,2,26000,Married,3,1,0
733,6,34500,12,32,female,Secondary special education,Cell phones,0,2,31000,Married,0,1,0
734,6,35500,24,25,male,Higher education,Cosmetics and beauty services,0,2,31000,Married,0,0,0
735,6,25500,11,31,male,Higher education,Fitness,0,0,66000,Another,2,0,0
736,6,10000,3,56,male,Secondary special education,Household appliances,0,2,29000,Another,1,1,0
737,6,32500,18,53,female,Secondary special education,Cell phones,1,2,38000,Another,0,0,1
738,6,23000,12,20,male,Secondary special education,Cell phones,0,2,26000,Another,1,1,0
739,6,19500,12,32,male,Secondary special education,Cell phones,1,2,26000,Married,2,0,0
740,6,23000,12,28,male,Higher education,Cell phones,1,0,51000,Married,3,0,1
741,6,13000,3,21,male,Incomplete higher education,Household appliances,0,0,43000,Another,1,1,0
742,6,30000,16,45,male,Secondary special education,Household appliances,1,2,31000,Married,1,0,0
743,6,19000,12,27,male,Secondary special education,Cell phones,1,1,16000,Another,2,0,0
744,6,28500,6,21,female,Secondary education,Household appliances,0,2,41000,Married,2,1,0
745,6,48500,6,25,female,Higher education,Computers,0,1,91000,Married,1,0,0
746,6,11000,12,30,male,Higher education,Furniture,0,2,21000,Married,2,1,0
747,6,17000,12,19,male,Secondary education,Cell phones,0,2,21000,Another,1,1,0
748,6,21000,5,32,male,Secondary education,Furniture,1,2,41000,Married,1,0,0
749,6,29000,12,31,male,Secondary education,Tourism,1,2,31000,Another,0,0,0
750,6,25500,24,56,male,Secondary special education,Furniture,0,2,27000,Another,1,0,0
751,6,42000,6,44,male,Secondary special education,Household appliances,0,2,36000,Married,1,0,0
752,6,9000,6,20,female,Incomplete higher education,Household appliances,0,2,23000,Another,0,1,0
753,6,8500,6,78,male,Higher education,Household appliances,0,2,16000,Another,0,1,0
754,6,157500,18,53,male,Secondary education,Household appliances,0,0,66000,Another,0,0,0
755,6,22500,12,20,female,Secondary special education,Computers,0,2,21000,Another,0,1,0
756,6,30000,6,29,female,Higher education,Computers,0,0,66000,Another,1,0,0
757,6,13500,12,24,female,Secondary special education,Computers,0,2,31000,Another,1,1,0
758,6,29000,12,32,female,Secondary special education,Computers,1,2,36000,Another,0,1,0
759,6,13000,10,40,male,Higher education,Tourism,0,2,26000,Married,2,0,0
760,6,6000,3,63,male,Secondary special education,Computers,1,2,14000,Unmarried,2,0,0
761,6,90000,18,46,female,Secondary special education,Household appliances,1,2,131000,Another,0,1,1
762,6,11000,12,28,male,Incomplete higher education,Household appliances,1,2,24000,Another,1,1,0
763,6,12500,5,23,female,Secondary special education,Cell phones,0,2,34000,Another,2,1,0
764,6,9500,6,23,female,Secondary special education,Cell phones,0,2,13000,Another,1,1,0
765,6,35500,6,22,male,Higher education,Cell phones,0,0,26000,Another,3,1,0
766,6,55000,24,25,female,Higher education,Clothing,0,2,46000,Another,1,1,0
767,6,31500,18,30,female,Secondary special education,Cell phones,0,2,26000,Another,0,0,1
768,6,31500,18,24,female,Secondary special education,Cell phones,1,2,36000,Another,3,1,1
769,6,49000,12,59,female,Higher education,Furniture,1,2,31000,Another,1,1,1
770,6,28000,24,31,female,Higher education,Household appliances,0,1,101000,Married,2,0,0
771,6,11500,6,26,female,Secondary special education,Computers,0,2,32000,Another,2,0,0
772,6,20000,12,20,male,Secondary special education,Computers,0,2,26000,Another,2,1,0
773,6,17500,4,20,male,Secondary special education,Cell phones,0,2,21000,Married,3,1,0
774,6,17500,13,47,female,Higher education,Household appliances,1,2,21000,Another,0,0,0
775,6,129000,8,39,female,Higher education,Furniture,0,0,101000,Another,0,0,0
776,6,50500,18,75,male,Secondary special education,Windows & Doors,0,2,16000,Married,1,1,0
777,6,7000,3,53,male,Higher education,Household appliances,0,2,36000,Another,1,1,0
778,6,66000,15,26,female,Secondary special education,Tourism,0,2,78000,Another,1,0,0
779,6,41000,12,25,male,Secondary special education,Clothing,1,2,31000,Another,1,0,0
780,6,20000,3,24,female,Secondary special education,Furniture,1,2,14000,Another,2,1,0
781,6,26000,15,35,male,Higher education,Cell phones,1,2,26000,Another,2,1,0
782,6,40000,12,23,male,Secondary special education,Furniture,0,2,31000,Married,1,0,0
783,6,20000,3,80,male,Secondary education,Furniture,1,2,16000,Another,1,1,0
784,6,16000,10,65,male,Secondary special education,Cell phones,0,2,31000,Married,0,0,0
785,6,60500,36,39,male,Secondary education,Windows & Doors,1,2,14000,Another,1,1,0
786,6,30500,6,33,female,Higher education,Computers,1,2,42000,Another,2,1,0
787,6,14500,12,22,male,Secondary special education,Cell phones,1,2,21000,Another,0,1,1
788,6,15500,12,25,male,Secondary special education,Household appliances,1,2,18000,Another,3,0,0
789,6,18000,6,28,male,Secondary special education,Furniture,1,2,23000,Another,0,1,0
790,6,15000,6,43,female,Secondary special education,Household appliances,1,2,44000,Another,1,1,0
791,6,49500,15,54,male,Higher education,Tourism,1,2,46000,Another,1,0,0
792,6,13500,18,60,male,Secondary special education,Household appliances,0,2,13000,Another,1,1,0
793,6,35500,24,56,male,Higher education,Cosmetics and beauty services,0,2,26000,Married,1,1,0
794,6,39500,24,36,male,Higher education,Household appliances,1,2,30000,Married,1,1,1
795,6,13500,10,23,female,Higher education,Cell phones,0,2,31000,Another,2,1,0
796,6,36000,30,29,male,Higher education,Cosmetics and beauty services,1,2,21000,Unmarried,0,1,0
797,6,25000,12,23,female,Secondary special education,Cell phones,0,2,24000,Another,1,1,1
798,6,30500,6,40,female,Higher education,Household appliances,1,2,51000,Another,0,0,0
799,7,20500,24,36,male,Higher education,Computers,1,2,31000,Another,2,0,0
800,6,5500,3,30,female,Higher education,Household appliances,1,2,26000,Another,3,0,0
801,6,21000,3,47,female,Higher education,Household appliances,1,2,41000,Another,1,1,0
802,6,31500,6,40,male,Higher education,Household appliances,1,0,71000,Another,0,1,0
803,6,29000,18,23,male,Secondary special education,Cell phones,1,2,31000,Another,1,1,0
804,6,31000,12,48,male,Secondary special education,Cell phones,0,0,43000,Another,1,0,1
805,7,57500,18,38,male,Secondary education,Furniture,1,2,36000,Another,1,0,0
806,7,106000,15,32,female,Higher education,Tourism,0,2,49000,Another,1,1,0
807,7,28000,12,23,female,Secondary education,Cell phones,0,2,31000,Another,1,0,0
808,7,30000,12,22,female,Higher education,Computers,0,2,46000,Married,3,1,0
809,7,8500,7,22,female,Higher education,Household appliances,0,2,18000,Another,0,1,0
810,7,31500,12,27,female,Higher education,Cell phones,0,0,61000,Another,0,1,0
811,6,11000,12,22,female,Secondary special education,Cell phones,0,2,21000,Another,1,0,0
812,7,29500,12,64,male,Secondary special education,Furniture,0,2,12000,Another,3,0,0
813,7,10000,10,43,female,Secondary special education,Household appliances,1,2,16000,Married,1,0,0
814,7,26000,12,68,male,Secondary special education,Medical services,1,2,19000,Another,1,1,0
815,7,71500,12,64,male,Secondary special education,Windows & Doors,1,2,21000,Married,1,1,0
816,7,27500,12,27,male,Incomplete higher education,Computers,0,2,26000,Another,2,1,0
817,7,12500,12,72,male,Secondary education,Household appliances,0,2,21000,Married,2,0,0
818,7,41500,3,43,male,Higher education,Clothing,1,2,44000,Another,1,0,0
819,7,34500,10,36,male,Higher education,Tourism,1,2,41000,Another,0,1,0
820,7,19000,12,73,male,Secondary special education,Windows & Doors,0,2,16000,Another,0,1,0
821,7,19000,6,30,female,Secondary special education,Furniture,0,0,41000,Another,0,1,0
822,7,29000,10,42,male,Higher education,Jewelry,0,0,31000,Unmarried,1,0,0
823,7,19000,10,60,male,Secondary special education,Household appliances,1,2,21000,Unmarried,1,0,0
824,7,15500,6,23,female,Secondary special education,Cell phones,0,1,26000,Married,0,1,0
825,7,27000,12,39,male,Secondary special education,Clothing,1,2,17000,Another,1,0,0
826,7,8000,10,22,female,Secondary special education,Cell phones,1,2,20000,Another,0,1,1
827,7,48000,24,35,male,Secondary education,Auto,1,2,16000,Married,3,1,0
828,7,26000,6,27,female,Higher education,Cell phones,0,2,56000,Another,1,1,0
829,7,21000,3,38,male,Secondary special education,Household appliances,1,2,101000,Married,0,0,0
830,7,13000,4,26,male,Higher education,Cell phones,1,2,26000,Married,1,0,0
831,7,15000,6,37,male,Secondary special education,Household appliances,0,2,21000,Another,1,0,0
832,7,14500,10,20,male,Secondary special education,Cell phones,0,2,18000,Another,0,0,0
833,7,15000,6,27,female,Higher education,Household appliances,0,2,33000,Another,1,0,0
834,7,10000,4,40,female,Secondary special education,Cell phones,1,2,28000,Another,2,0,0
835,7,12000,3,29,female,Secondary special education,Cell phones,0,2,36000,Another,1,1,0
836,7,25000,24,65,female,Secondary special education,Household appliances,0,2,18000,Married,1,0,0
837,7,37000,9,31,female,Secondary special education,Household appliances,1,0,46000,Another,2,0,0
838,7,15000,6,29,female,Incomplete higher education,Computers,0,1,36000,Another,2,1,0
839,7,25000,4,22,female,Higher education,Medical services,1,2,31000,Another,0,0,0
840,7,35000,6,42,female,Secondary special education,Household appliances,1,2,51000,Another,2,1,0
841,7,18000,10,35,male,Secondary education,Furniture,1,2,101000,Another,1,0,0
842,7,16500,6,30,female,Incomplete higher education,Sporting goods,1,2,26000,Another,2,0,0
843,7,41000,10,23,male,Incomplete higher education,Household appliances,1,2,21000,Married,1,0,0
844,7,22000,8,24,female,Higher education,Household appliances,0,2,51000,Another,1,1,0
845,7,20500,12,48,female,Incomplete secondary education,Cell phones,0,2,11000,Another,3,1,0
846,7,12000,6,31,male,Secondary special education,Household appliances,1,2,31000,Another,3,0,0
847,7,31500,6,28,female,Higher education,Computers,0,2,76000,Another,1,0,0
848,7,31500,18,29,male,Secondary special education,Household appliances,1,2,19000,Another,2,0,0
849,7,68000,24,34,female,Secondary special education,Boats,1,2,51000,Another,2,1,0
850,7,35500,12,24,male,Higher education,Household appliances,0,0,26000,Married,3,0,0
851,7,11500,12,33,female,Higher education,Computers,1,2,46000,Another,0,0,0
852,7,7500,6,21,male,Incomplete higher education,Cell phones,0,2,17000,Another,1,0,0
853,7,47500,18,48,male,Higher education,Cosmetics and beauty services,0,1,39000,Another,1,1,0
854,7,11500,12,28,female,PhD degree,Cell phones,1,2,21000,Another,1,0,0
855,7,14500,10,39,male,Higher education,Household appliances,0,2,26000,Another,1,1,0
856,7,19000,3,72,male,Secondary special education,Furniture,0,2,36000,Another,1,1,0
857,7,8000,6,31,female,Secondary special education,Household appliances,0,2,31000,Another,1,1,0
858,7,10500,6,19,male,Secondary special education,Cell phones,0,0,21000,Another,0,1,0
859,7,14000,6,28,male,Secondary education,Furniture,1,2,21000,Another,2,1,0
860,7,29500,3,40,male,Higher education,Furniture,0,0,74000,Married,2,0,0
861,7,60500,15,44,male,Incomplete higher education,Tourism,0,2,41000,Unmarried,0,0,0
862,7,29500,6,51,male,Higher education,Household appliances,0,0,51000,Another,1,0,0
863,7,5000,12,24,male,Secondary special education,Household appliances,0,2,31000,Married,1,0,0
864,7,15000,6,25,male,Higher education,Tourism,0,0,66000,Married,3,0,0
865,7,11000,3,58,male,Secondary special education,Furniture,0,2,26000,Married,1,1,0
866,7,14500,12,34,female,Secondary special education,Jewelry,0,2,31000,Married,0,0,0
867,7,11500,12,24,female,Secondary special education,Furniture,0,2,16000,Another,3,1,1
868,7,28500,12,30,female,Higher education,Windows & Doors,0,2,21000,Married,0,1,0
869,7,16500,5,34,male,Secondary special education,Household appliances,0,2,18000,Another,0,1,0
870,7,20500,12,30,female,Higher education,Computers,1,2,26000,Another,0,0,0
871,7,20500,12,28,male,Higher education,Cell phones,0,2,41000,Another,1,1,0
872,7,12000,6,60,male,Higher education,Furniture,0,2,26000,Another,0,1,0
873,7,9000,3,33,male,Secondary education,Household appliances,1,2,38000,Another,2,0,0
874,7,23500,6,36,male,Higher education,Household appliances,1,2,31000,Another,1,0,0
875,7,82000,36,90,male,Higher education,Windows & Doors,0,0,46000,Another,1,1,0
876,7,15000,6,22,female,Secondary special education,Computers,0,2,19000,Another,0,1,0
877,7,6500,12,34,female,Secondary special education,Household appliances,0,2,16000,Married,0,1,0
878,7,48500,18,41,male,Secondary special education,Cosmetics and beauty services,1,2,26000,Married,0,1,0
879,7,49000,12,28,female,Secondary special education,Household appliances,0,0,66000,Another,1,0,0
880,7,11500,6,49,male,Secondary education,Cell phones,0,2,41000,Another,4,1,0
881,7,89000,30,23,female,Secondary special education,Boats,0,0,41000,Another,0,0,0
882,7,54500,18,46,female,Higher education,Computers,1,0,66000,Another,1,0,0
883,7,8500,12,44,female,Secondary education,Cell phones,1,2,21000,Another,1,0,0
884,7,33000,12,22,male,Higher education,Training,0,0,36000,Another,1,0,0
885,7,36000,12,26,female,Secondary special education,Household appliances,1,2,40000,Another,1,0,0
886,7,54000,12,27,female,Higher education,Computers,0,2,51000,Another,3,0,0
887,7,52500,3,30,female,Secondary education,Auto,1,2,56000,Married,2,0,0
888,7,22500,10,35,male,Secondary education,Furniture,1,0,61000,Another,0,0,0
889,7,25500,12,72,male,Higher education,Jewelry,1,2,19000,Married,2,1,0
890,7,9000,12,43,male,Higher education,Cell phones,1,2,41000,Another,1,0,0
891,7,20000,12,24,male,Secondary special education,Cell phones,1,2,21000,Married,1,1,0
892,7,13000,6,34,male,Secondary special education,Furniture,1,2,25000,Another,0,0,0
893,7,127000,15,50,female,Higher education,Tourism,1,2,66000,Another,1,1,0
894,7,37000,12,34,male,Higher education,Fishing and hunting supplies,1,2,31000,Another,0,0,0
895,7,57000,8,26,female,Higher education,Furniture,1,2,31000,Another,4,1,0
896,7,73000,24,47,male,Higher education,Cosmetics and beauty services,0,1,28000,Another,1,1,1
897,7,8000,12,26,male,Higher education,Cell phones,0,2,14000,Another,1,1,0
898,7,13500,12,21,male,Secondary special education,Cell phones,0,2,26000,Married,0,1,0
899,7,39500,12,32,male,Higher education,Repair Services,1,2,20000,Another,1,0,0
900,7,7000,4,53,female,Secondary special education,Cell phones,0,0,16000,Married,1,1,0
901,7,8000,6,35,male,Secondary special education,Cell phones,1,2,19000,Unmarried,1,1,0
902,7,101000,18,35,female,Higher education,Furniture,0,1,96000,Another,1,0,0
903,7,8500,12,24,female,Secondary special education,Cell phones,0,2,25000,Unmarried,0,1,0
904,7,103000,24,59,male,Higher education,Cosmetics and beauty services,1,2,36000,Another,1,1,0
905,7,25000,12,22,male,Secondary special education,Cell phones,0,2,24000,Another,1,0,1
906,7,28000,12,24,male,Higher education,Cell phones,0,2,31000,Married,1,1,0
907,7,8500,12,24,female,Secondary special education,Cell phones,0,2,26000,Another,1,1,0
908,7,58000,12,41,male,Secondary special education,Boats,1,0,41000,Another,1,1,0
909,7,7500,3,31,female,Secondary special education,Furniture,1,2,20000,Another,1,1,0
910,7,20000,24,22,female,Secondary special education,Household appliances,0,2,16000,Another,0,0,0
911,7,32000,12,23,female,Secondary education,Construction Materials,0,2,31000,Married,0,1,0
912,7,73000,24,62,male,Secondary special education,Cosmetics and beauty services,0,0,21000,Married,0,1,0
913,7,7500,6,40,female,Secondary special education,Cell phones,1,2,26000,Married,1,0,0
914,7,28000,12,23,female,Secondary special education,Household appliances,0,0,31000,Another,1,1,0
915,7,36000,18,25,female,Higher education,Cell phones,0,2,31000,Another,2,1,1
916,7,8000,6,39,male,Secondary special education,Cell phones,1,2,14000,Married,0,1,0
917,7,19500,12,62,male,Secondary special education,Construction Materials,1,2,11000,Another,2,1,0
918,7,23500,8,24,female,Secondary special education,Sporting goods,0,2,36000,Married,2,0,0
919,7,29500,6,24,female,Higher education,Cell phones,0,2,26000,Another,0,1,0
920,7,19500,10,19,male,Secondary special education,Cell phones,0,2,20000,Another,3,0,0
921,7,33000,6,26,male,Incomplete higher education,Cell phones,0,2,36000,Married,1,0,0
922,7,31000,12,54,female,Secondary special education,Cell phones,0,2,28000,Another,0,1,1
923,7,32000,18,57,female,Higher education,Household appliances,1,0,35000,Married,3,1,0
924,7,8000,8,31,female,Secondary special education,Computers,0,2,31000,Another,0,0,0
925,7,24000,3,21,female,Secondary special education,Computers,0,0,71000,Another,1,1,0
926,7,14500,10,26,male,Higher education,Jewelry,0,2,26000,Another,1,1,0
927,7,29000,11,26,male,Higher education,Fitness,0,2,51000,Unmarried,0,1,0
928,7,7000,12,20,male,Secondary special education,Cell phones,0,2,6000,Married,2,1,0
929,7,78000,36,33,female,Secondary special education,Auto,1,2,28000,Another,4,1,0
930,7,32000,12,33,male,Secondary special education,Household appliances,1,2,31000,Another,0,0,0
931,7,77000,18,47,male,Higher education,Training,0,0,66000,Married,0,0,0
932,7,85000,36,41,male,Higher education,Household appliances,0,2,31000,Married,1,0,0
933,7,23500,10,60,male,Higher education,Clothing,1,0,41000,Another,0,0,0
934,7,41000,10,29,male,Higher education,Furniture,1,2,26000,Unmarried,3,0,0
935,7,14500,6,33,male,Secondary special education,Computers,0,2,19000,Unmarried,0,0,0
936,7,8000,6,20,male,Incomplete secondary education,Cell phones,0,2,21000,Another,1,0,0
937,7,25000,12,23,male,Higher education,Household appliances,0,2,16000,Another,2,0,0
938,7,40500,18,36,male,Higher education,Household appliances,1,2,21000,Another,1,1,1
939,7,38000,18,44,male,Higher education,Cosmetics and beauty services,1,2,36000,Another,0,1,0
940,7,23000,6,39,male,Secondary education,Jewelry,1,2,26000,Another,2,1,0
941,7,21000,6,28,female,Secondary education,Cell phones,0,2,41000,Married,0,0,0
942,7,11000,12,26,female,Secondary education,Household appliances,1,2,31000,Another,0,0,0
943,7,11000,12,26,male,Higher education,Cell phones,1,2,37000,Married,0,1,0
944,7,6500,4,33,male,Higher education,Cell phones,0,2,26000,Another,0,1,0
945,8,16500,6,32,female,Secondary special education,Household appliances,1,2,24000,Married,2,0,0
946,8,61000,24,73,male,Secondary education,Furniture,1,2,16000,Another,0,1,0
947,7,12500,12,37,male,Secondary special education,Cell phones,1,2,16000,Another,2,1,0
948,8,16500,10,53,male,Secondary education,Household appliances,0,2,21000,Another,0,0,0
949,8,16500,12,74,male,Secondary special education,Household appliances,0,2,19000,Another,2,0,0
950,8,57500,36,29,female,Higher education,Windows & Doors,1,2,17000,Another,1,1,0
951,8,39000,12,55,female,Secondary special education,Computers,1,2,41000,Another,0,0,0
952,8,17000,10,20,male,Secondary education,Cell phones,0,2,17000,Another,3,1,0
953,7,6000,12,38,male,Secondary education,Windows & Doors,1,2,13000,Another,1,1,1
954,7,35500,30,52,male,Secondary special education,Cosmetics and beauty services,0,2,9000,Married,0,1,0
955,7,9500,12,49,male,Secondary special education,Cell phones,0,2,11000,Another,0,1,1
956,7,19500,12,62,male,Secondary special education,Furniture,1,2,21000,Another,1,0,0
957,8,9500,6,22,female,Secondary special education,Cell phones,0,2,18000,Another,2,1,0
958,8,50500,27,28,female,Secondary education,Household appliances,0,2,34000,Another,1,1,1
959,8,7500,3,26,female,Secondary special education,Computers,0,2,26000,Another,1,1,0
960,8,201000,24,26,female,Secondary special education,Windows & Doors,0,2,41000,Another,4,1,0
961,8,24000,6,49,female,Secondary special education,Household appliances,0,2,26000,Another,3,1,0
962,8,14000,12,20,male,Secondary education,Cell phones,0,2,21000,Married,1,1,1
963,8,48000,6,61,male,Higher education,Construction Materials,0,2,22000,Another,0,1,0
964,8,5000,6,38,female,Secondary special education,Cell phones,0,2,16000,Another,1,0,0
965,8,16000,12,42,male,Secondary special education,Auto,0,2,24000,Married,1,0,0
966,8,28500,12,46,male,Secondary special education,Clothing,1,2,16000,Another,1,0,0
967,8,9000,6,48,female,Secondary special education,Household appliances,1,2,31000,Married,0,0,0
968,8,30000,12,21,female,Secondary special education,Cell phones,0,2,41000,Unmarried,0,1,0
969,8,28500,12,21,female,Secondary special education,Cell phones,0,2,26000,Another,1,1,1
970,8,26500,6,41,female,Secondary education,Household appliances,0,2,36000,Married,1,0,0
971,8,18000,6,47,male,Secondary special education,Household appliances,1,2,10000,Another,1,1,0
972,8,26500,18,26,male,Higher education,Cell phones,0,0,56000,Another,1,0,0
973,8,31000,12,26,female,Secondary special education,Household appliances,0,2,31000,Another,0,1,1
974,8,9000,12,34,male,Secondary special education,Cell phones,0,2,19000,Married,2,1,1
975,8,9500,10,24,female,Secondary special education,Cell phones,0,2,26000,Another,2,1,0
976,8,9000,12,27,male,Higher education,Household appliances,0,2,21000,Another,0,0,0
977,8,8500,3,65,male,Secondary special education,Cell phones,1,2,10000,Married,0,1,0
978,8,12000,6,25,female,Secondary special education,Cell phones,0,2,13000,Another,0,1,0
979,8,9500,6,45,male,Secondary special education,Household appliances,1,2,24000,Another,0,1,1
980,8,20000,12,35,female,Secondary special education,Household appliances,1,2,41000,Another,4,1,0
981,8,25000,24,35,female,Secondary special education,Auto,1,2,36000,Another,1,1,0
982,8,42500,24,52,male,Higher education,Cosmetics and beauty services,0,1,40000,Another,1,1,0
983,8,84000,36,26,male,Secondary special education,Construction Materials,1,2,27000,Another,1,1,0
984,8,15000,12,49,female,Higher education,Furniture,0,2,36000,Another,0,1,0
985,8,121000,12,48,male,Higher education,Medical services,1,0,21000,Another,2,1,0
986,8,45000,10,48,male,Higher education,Medical services,1,0,51000,Another,2,0,0
987,8,15000,12,37,male,Incomplete higher education,Household appliances,1,2,16000,Another,0,0,0
988,8,6500,3,28,male,Incomplete higher education,Furniture,0,1,26000,Married,1,0,0
989,8,101000,12,46,male,Secondary special education,Furniture,1,0,33000,Another,3,0,0
990,8,13000,10,32,female,Secondary special education,Household appliances,1,2,36000,Another,0,1,0
991,8,13000,12,23,male,Secondary special education,Household appliances,1,2,16000,Married,1,1,1
992,8,5000,5,27,female,Secondary education,Cell phones,0,2,27000,Another,0,1,1
993,8,40500,12,25,male,Secondary special education,Cell phones,1,2,26000,Married,1,1,1
994,8,44500,12,28,male,Higher education,Clothing,0,0,81000,Another,3,0,0
995,8,34500,10,27,female,Higher education,Cell phones,0,2,31000,Another,2,0,0
996,8,8500,4,30,female,Higher education,Household appliances,1,2,31000,Another,0,0,0
997,8,21500,10,70,female,Secondary special education,Construction Materials,0,2,22000,Another,1,1,0
998,8,14500,8,23,female,Secondary special education,Household appliances,1,2,26000,Another,2,1,0
999,8,13000,3,37,female,Higher education,Household appliances,1,2,36000,Another,0,0,0
1000,8,7500,6,60,male,Secondary special education,Household appliances,0,2,13000,Married,0,0,0
1001,8,25500,20,30,male,Secondary special education,Clothing,1,2,28000,Another,2,1,0
1002,8,44000,18,27,male,Higher education,Household appliances,1,2,31000,Married,0,1,0
1003,8,18000,12,62,female,Secondary special education,Household appliances,1,2,9000,Another,1,1,0
1004,8,27000,24,21,male,Incomplete higher education,Household appliances,1,2,21000,Another,2,1,0
1005,8,73000,9,56,male,Secondary special education,Household appliances,0,2,25000,Another,2,1,0
1006,8,18500,6,45,female,Secondary education,Cell phones,0,2,16000,Married,1,0,1
1007,8,13000,6,51,male,Higher education,Household appliances,0,0,51000,Married,3,1,0
1008,8,14000,12,24,female,Secondary special education,Computers,0,2,26000,Married,0,0,0
1009,8,44000,12,54,male,Higher education,Cosmetics and beauty services,0,2,36000,Another,1,1,0
